baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	DE
212.431862698216	-1.53950909968108	0.385264158581375	-3.9959831855366	6.44263068534624e-05	0.000746122665865964	Rgs20	Down
42.6449558429208	-2.13391568038878	0.568251312546638	-3.75523229471405	0.000173180781018812	0.00174885398609758	Cpa6	Down
1391.96569610218	-1.01359681334464	0.242810520471707	-4.17443532255327	2.9872606850489e-05	0.000376457878191957	Prex2	Down
1240.01841328284	-1.51216513386594	0.317585322632362	-4.76144527502748	1.92211423631473e-06	3.36246851536463e-05	Sulf1	Down
1083.11437477539	-1.82637415451621	0.242286184129284	-7.53808625563915	4.76918384878553e-14	3.05574948288278e-12	Prdm14	Down
600.489836038222	-1.01623691193594	0.27278491901831	-3.72541457054568	0.000194994484649795	0.0019272238216115	Msc	Down
181.073303825094	-3.37400092696541	0.352440558876311	-9.57324814636194	1.03598674431701e-21	1.58451926070795e-19	Gsta3	Down
488.76984934841	1.99507063776588	0.223074392131952	8.94352157008574	3.76961716481731e-19	4.70442595874924e-17	Sema4c	Up
188.076840853333	-2.41135690593613	0.313322391851758	-7.69608865706928	1.40294486442938e-14	9.42226785857529e-13	Vwa3b	Down
343.122186353054	-2.11408931674708	0.357482850670549	-5.913820237199	3.34262687654837e-09	1.04483643470128e-07	Aff3	Down
366.180578666699	1.87628458542714	0.22077698739657	8.4985514457486	1.91971167635884e-17	1.84501944619246e-15	Slc40a1	Up
630.305408327216	-3.09835839194291	0.183785417208281	-16.8585649449629	9.07661821396312e-64	1.3798935126555e-60	1700019D03Rik	Down
82.1286922337942	-1.75629902901971	0.289087814629865	-6.07531324441465	1.23745921613383e-09	4.11412136608468e-08	Dnah7a	Down
13.4483302970462	-1.88216595943018	0.592822999379769	-3.17492061104135	0.00149877500428893	0.0108267880763386	ENSMUSG00000102536	Down
2077.75961340016	-2.90567823956965	0.180281258496378	-16.1174725748213	1.92315266128547e-58	2.14405879697846e-55	Adam23	Down
666.75413694184	-1.01789469090723	0.232293494202421	-4.38193370159664	1.17630607475993e-05	0.000167131406017079	Fzd5	Down
1824.22923475616	-1.39156768785008	0.0844101227079098	-16.4857915521035	4.6417557844797e-61	5.97108322952724e-58	Rpe	Down
1874.61683550002	-1.01369373018183	0.119201893823764	-8.50400692190797	1.83156610801816e-17	1.78077209444115e-15	Kansl1l	Down
4605.75756112338	-1.03523487524723	0.101841152378447	-10.165192076777	2.83562566469237e-24	5.64525809412506e-22	Mreg	Down
17.823632295106	-1.63350575008892	0.459913009548581	-3.55177113100639	0.000382647536162301	0.00342743157324165	Catip	Down
43.5023207919725	1.38527617511856	0.297617920877733	4.65454556981351	3.24696022589013e-06	5.35392146258121e-05	Cyp27a1	Up
194.976224557309	-1.69810841917666	0.262345368293372	-6.47279740528038	9.62049091120305e-11	3.93358116156598e-09	Tuba4a	Down
23.3980647756108	-2.0947840594214	0.494417612808043	-4.23687183699643	2.26655423666565e-05	0.00029502567281208	A630095N17Rik	Down
39.0871638261945	-1.20936899287697	0.379692416058304	-3.18512812405308	0.00144689932792616	0.0105293722632329	Inha	Down
82.3041708836619	-2.01684564174517	0.408323101851686	-4.93933757996808	7.8388404452421e-07	1.50676929615843e-05	Ccl20	Down
272.961073735927	-1.08172576886087	0.326916759309802	-3.30887217634437	0.000936725927711475	0.00736469575905766	Gbx2	Down
8.25234400234014	-2.45305669370152	0.893893793306041	-2.74423730433227	0.00606516761271895	0.0335409384879296	Mlph	Down
31.4996517001187	-2.40533855865575	0.475959731486406	-5.05365979416779	4.33423364326142e-07	8.9043475695652e-06	Crocc2	Down
361.980393969176	-1.12838003214063	0.136705788537527	-8.25407646751466	1.53081323576153e-16	1.31957679080619e-14	Sned1	Down
61.8744771471404	1.0478335038655	0.392227790192548	2.6714922554343	0.00755148150242502	0.0398396522310509	Bcl2	Up
5536.02040778782	-1.31155288341686	0.195891933353908	-6.6952878608194	2.15247493485635e-11	9.54796772827658e-10	Tfcp2l1	Down
191.670930555022	1.32045850152213	0.163081575728584	8.09692018011747	5.63680306714901e-16	4.62079694568298e-14	Tmem37	Up
18.5628710428689	-1.71918359579252	0.408825273200752	-4.20517934797128	2.60875204875971e-05	0.000334044108050602	En1	Down
537.162556835988	1.14512768780783	0.267347000224327	4.28330105386246	1.84140748852293e-05	0.000247141712925915	Tmem163	Up
87.2016628217294	1.59225532772936	0.455859555344133	3.49286377583409	0.000477870219083925	0.00415138892142362	ENSMUSG00000101904	Up
112.710733536059	-1.15239783084922	0.219826912308976	-5.24229639922103	1.58590343858268e-07	3.61815323375419e-06	Rab29	Down
1260.86170563285	-1.4849707609337	0.110210573974652	-13.4739409058449	2.22657344170193e-41	1.2839650919166e-38	Lemd1	Down
342.548497801156	1.38549164171549	0.346400867305247	3.99967717313652	6.34289474624406e-05	0.000737124592365806	Nfasc	Up
28.8178442373682	-1.7914213493349	0.312068820489102	-5.74046887006279	9.44147762788237e-09	2.65361059447188e-07	Mgat4f	Down
860.89643711451	-1.39987995748687	0.0876679822226702	-15.9679728219508	2.13616401442707e-57	2.23269192582899e-54	Cyb5r1	Down
11.5156640875137	-1.86638222037649	0.69515414199698	-2.6848465795153	0.00725631066114309	0.038584191792145	Mgat4e	Down
209.009811288045	-1.32288029258944	0.363771086652229	-3.63657349671152	0.000276288835967654	0.00260156430399047	Lgr6	Down
24.2206417766089	1.22784912866648	0.429673873044988	2.85763041621551	0.00426817198940081	0.0252929270654677	Tnni1	Up
